sentence,emotion
i feel ignored even if that ignoring is something i asked for specifically,sadness
i had finally had enough of feeling defeated by myself,sadness
i was actually feeling very discouraged last week and then i bit the bullet and looked at this,sadness
im afraid that if i do that and he doesnt have feelings for me our working relationship will be irreparably damaged and i may lose my job,sadness
i do feel bad,sadness
i was able to work in the studio all week though im feeling a bit gloomy about how slowly things seem to be progressing,sadness
i didnt feel the need to photograph every temple or frantically scramble through sites in a vain effort to see it all or meticulously record every meal eaten over the course of ten days,sadness
i cant find it in my heart to feel the least bit disappointed for having missed it,sadness
i stayed under the freezing stream maybe a few minutes longer than i would have otherwise enjoying the feeling of water over my abused body,sadness
i feel like i have missed out on every single holiday last year so we are hitting it hard this year,sadness
i can be surrounded by a sea of people and still feel all alone,sadness
i am so jealous im always jealous when he has fun without me and i fucking hate it i feel pathetic,sadness
i was still feeling crappy but hoped it was just due to the flight and stuff so we cleaned ourselves up and i put on my sassy city girl outfit which was my perfect city dress with city walking shoes,sadness
i was starting to feel a little stressed,sadness
i still feel regretful and wish i could take back every moment from hours ago,sadness
i feel like on my ugly days or ugly phases as i call them i m not just unattractive but that i m unattractive in an odd way,sadness
i feel bad for pretty much everyone involved and am generally bummed to see violence take place perhaps most disturbing of all is the insidious if not predictable victim blaming that has taken hold in the days since the violent incident,sadness
i walked out the disinfected building feeling immensely dirty and lost and couldn t recognize where i was,sadness
i am tired and i feel defeated,sadness
i finally admit im feeling sorry for myself evar ok i finally admit im feeling sorry for myself if bc,sadness
i did not mind doing it since the it office is on my way home but i did feel pained that not one of my friends offered to give me company,sadness
